-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2017,,,,,,,,
Location: latitude  19.27   longitude -99.63 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2017,110,27.6,24.43,0.01,1.2,23.89,5.16,48.69
2017,111,23.97,25.94,0.18,1.31,25.16,7.11,47.33
2017,112,26.85,25.16,0.03,1.57,26.37,8.54,44.04
2017,113,23.37,26.45,0.61,1.04,24.83,6.32,58.39
2017,114,21.85,26.15,0.38,1.42,25.12,9.18,54.84
2017,115,24.97,25.21,0.01,2.24,25.31,7.95,41.57
2017,116,29.73,23.83,0,1.68,27.09,7.9,31.33
2017,117,20.16,25.64,0,1.14,24.35,8.1,28.88
2017,118,19.9,27.32,0,1.93,25.93,11.9,27.77
2017,119,26.18,25.29,0,2.45,28.3,10.07,26.22
2017,120,28.41,24.63,0,0.96,29.6,10.15,23.88
2017,121,23.65,26.29,0.04,0.72,28.8,10.08,27.81
2017,122,19.93,26.73,0.33,0.92,27.41,9.79,38.19
2017,123,16.71,27.85,0.51,0.63,28.1,9.46,40.65
2017,124,15.1,29.23,3.38,1.72,24.75,10.21,56.82
2017,125,18.87,29.94,1.42,1.05,23.35,8.85,57.72
2017,126,21.36,28.16,0.26,0.92,26.17,8.48,50.43
2017,127,16.92,29.5,1.76,0.66,25.03,10.46,54.25
2017,128,19.77,28.84,2.63,0.8,26.55,9.86,60.75
2017,129,16.96,29.04,2.82,0.41,22.55,11.16,68.24
