-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2020,,,,,,,,
Location: latitude  19.27   longitude -99.63 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2020,111,24.92,28.09,2.09,0.85,28.92,10.67,52.92
2020,112,21.05,29.3,3.17,0.64,28.44,12.17,58.11
2020,113,23.01,28.69,2.07,1.12,27.94,11.54,57.85
2020,114,24.36,26.96,0.2,1.09,28.64,11.52,47.35
2020,115,22.63,28.46,0.68,0.45,28.02,11.71,44.87
2020,116,19.18,29.1,1.52,0.81,27.02,10.01,50.18
2020,117,20.65,29.52,0.88,1.71,24.4,10.73,58.94
2020,118,26,27.07,0.4,1.24,25.86,9.96,56.14
2020,119,21.81,28.48,1.67,1.34,26.16,9.43,55.58
2020,120,23.99,28.05,1.76,1.5,27.36,9.61,52.92
2020,121,23.26,27.82,2.1,1.44,25.55,7.77,52.1
2020,122,20.48,27.23,2.37,1,24.18,10.24,59.7
2020,123,27.5,25.55,0.1,1.63,25.96,8.96,54.02
2020,124,27.99,26.11,0.05,1.56,27.16,9.19,49.41
2020,125,25.38,27.58,0.74,1.3,28.14,9.9,45.43
2020,126,21.85,28.3,2.26,1.31,27.41,9.03,51.11
2020,127,24.51,27.97,4.69,1.8,25.06,9.61,63.66
2020,128,18.44,28.71,5.12,0.84,22.54,9.35,67.93
2020,129,19.42,28.63,1.59,1.46,24.28,8.29,66.58
2020,130,20.72,28.81,4.17,1.17,24.17,8.62,68.05
2020,131,22.17,28.79,2.62,1.29,23.7,9.9,66.95
2020,132,19.9,29.71,1.37,0.74,23.82,9.23,64.35
2020,133,24.32,26.57,0.22,1.23,25.84,9.42,51.41
2020,134,23.98,26.16,0.05,0.88,26.71,9.81,41.91
2020,135,24.82,26.15,0.04,0.77,27.53,9.22,45.79
2020,136,25.08,24.55,0.12,1.5,27,9.48,41.15
2020,137,28.33,24.32,0.11,1.61,26.71,9.29,39.71
2020,138,24.9,27.58,0.17,0.63,26.83,8.08,43.12
2020,139,24.13,27.84,0.42,0.87,27.16,10.19,47.29
2020,140,24.06,26.86,0.26,0.98,27.58,10.49,49.55
2020,141,21.59,27.24,0.09,1.36,28.1,10.48,40.12
2020,142,22.12,26.93,0.34,1.43,28.52,11.86,40.74
2020,143,26.28,26.22,0.17,1.35,27.79,10.85,44.99
2020,144,24.28,27.22,0.18,1.03,28,9.96,42.36
2020,145,27.27,25.83,0,1.42,27.8,9.46,40.92
2020,146,30.26,24.07,0,1.24,28.17,9.28,31.97
2020,147,29.41,24.89,0.05,0.57,28.96,9.91,33.05
2020,148,24.26,27.81,0.91,0.99,27.59,9.9,49.34
2020,149,22.86,27.97,3.16,1.03,27.94,9.83,45.74
2020,150,21.23,26.99,0.93,1.79,23.8,9.52,63.16
2020,151,22.32,28.27,0.76,1.75,23.44,7.13,61.57
2020,152,17.69,29.27,3.28,1.37,24.39,8.64,64.92
2020,153,22.32,29.14,0.9,1.61,23.51,10.36,67.16
2020,154,25.42,27.89,0.44,1.96,26.17,10.6,63.52
2020,155,22.8,28.35,0.18,2.02,24.26,10.52,67.4
2020,156,28.36,26.58,0.48,2.08,26.62,10.67,61.08
2020,157,28.44,27.43,1.04,1.64,27.31,11.07,63.32
2020,158,22.85,28.5,1.58,1.1,26.44,10.57,61.23
2020,159,18.59,29.81,5.94,0.97,25.49,12.64,68.87
2020,160,22.29,29.29,6.96,0.82,25.01,12.27,70.51
2020,161,25.01,28.76,4.69,0.76,27.36,12.87,65.63
2020,162,24.8,29.03,1.66,1.94,25.29,12.18,62.95
2020,163,16.42,29.47,3.83,2.5,19.5,10.9,74.95
2020,164,23.16,29.73,0.4,2.7,23.03,9.44,67.53
2020,165,29.64,25.32,0.05,1.88,24.63,8.44,53.68
2020,166,29.84,24.27,0.15,1.42,24.91,7.81,48.87
2020,167,29.81,24.28,0.15,1.37,24.95,5.52,46.93
2020,168,27.87,26.22,0.09,1.29,26.72,7.27,52.31
2020,169,25.65,27.73,1.61,1.29,26.51,9.99,56.85
2020,170,24.14,28.22,1.42,1.62,26.34,11.28,59.55
2020,171,25.41,28.27,0.85,1.28,27.23,10.84,58.6
2020,172,22.19,29.36,2.89,1.4,26,11.62,66.34
2020,173,19.28,29.83,6.44,0.7,23.6,12.68,71.98
2020,174,12.21,30.13,5.57,0.72,21.51,12.83,76.63
2020,175,14.76,29.69,10.07,0.81,22.49,11.44,76.31
2020,176,12.56,29.26,12.49,0.72,19.28,10.2,78.14
