-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2016,,,,,,,,
Location: latitude  19.27   longitude -99.63 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2016,111,17.06,29.02,7.2,1.11,20.89,9.02,70.38
2016,112,20.93,27.73,6.81,1.03,21.79,8.68,65.95
2016,113,14.83,28.11,2.92,0.62,20.05,8.57,71.78
2016,114,11.42,28.14,1.35,1.42,18.3,8.24,66.14
2016,115,25.97,24.64,0.04,2.01,24.41,7.28,47.61
2016,116,21.61,25.47,0,1.36,25.31,8.45,36.04
2016,117,22.36,26,0,1.84,24.44,8.1,36.57
2016,118,27.31,24.92,0,1.29,27.36,9.1,23.92
2016,119,26.73,24.33,0,1.66,27.84,9.27,28.24
2016,120,26.95,25.41,0,2.33,27.74,9.94,30.72
2016,121,19.74,26.21,0,1.77,27.48,10.93,26.18
