-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 20,,,,,,,,
Location: latitude  19.27   longitude -99.63 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2010,110,29.56,23.27,0,1.38,25.57,6.6,43.82
2010,111,27.81,25.07,0,1.49,26.02,7.39,43.16
2010,112,19.21,27.16,0,1.62,25.71,7.79,51.99
2010,113,19.21,28.02,0,1.52,25.44,11.05,43.96
2010,114,25.8,26.38,0,1.79,25.52,10.66,41.61
2010,115,27.38,25.2,0,2.13,26.16,9.62,44.09
2010,116,30.2,23.32,0,1.8,26.18,8.31,38.96
2010,117,29.98,23.5,0,1.86,26.42,6.27,39.24
2010,118,29.11,24.04,0,1.76,27.04,7.6,35.47
2010,119,30.7,22.53,0,2.09,26.14,6.98,31.58
2010,120,31.53,21.94,0,2.42,26.93,6.6,29.54
2010,121,30.8,21.97,0.01,2.72,25.81,5.66,30.62
2010,122,30.75,22.4,0,1.48,28.72,6.35,25.39
2010,123,30.08,23.45,0,0.8,29.69,8.66,30.49
2010,124,27.52,25.91,0,1.04,26.97,8.42,54.43
2010,125,28.97,25.2,0.06,1.62,28.95,10.1,42.06
2010,126,29.86,24.33,0,1.18,29.54,9.84,37.84
2010,127,30.49,23.98,0,1.4,30.36,8.51,40.99
2010,128,28.44,25.9,0.03,1.29,29.06,9.66,49.58
2010,129,25,27.25,0.84,0.72,27.69,11.14,56.45
2010,130,23.23,27.89,1.04,0.83,27.53,9.97,55.87
2010,131,22.78,28.14,0.24,0.7,26.65,10.21,52.79
2010,132,22.4,27.97,0.47,1.32,26.75,10,51.4
2010,133,20.55,29.26,1.31,0.88,25.3,10.74,61.67
2010,134,20.36,29.18,2.7,0.7,25.22,10.86,57.36
2010,135,18.79,29.45,1.82,1.03,25.52,10.3,59.65
2010,136,14.45,29.82,4.17,1,23.46,10.87,63.99
2010,137,16.97,29.35,0.18,1.05,23.54,9.03,60.61
2010,138,21.46,28.59,0.1,1.21,23.35,9.34,60.49
2010,139,25.63,27.91,0.03,1.12,27.5,10.1,49.25
2010,140,25,28.28,0.11,0.75,27.56,11.64,51.06
2010,141,24.32,29.38,0.09,0.94,29.09,11.39,47.16
2010,142,25.93,28.08,1.11,0.7,28.54,12.77,48.9
2010,143,25.44,28.47,1.34,1.1,28.93,11.52,52.93
2010,144,26.8,28.16,0.62,1.06,28.65,11.51,54.06
2010,145,25.29,28.42,0.21,1.08,28.03,12.16,51.83
2010,146,21.73,29.44,1.23,0.98,27.76,12.15,59.09
2010,147,16.39,30.38,2.22,1.05,25.22,12.4,64.37
2010,148,17.93,29.53,2.88,0.88,24.5,11.73,65.33
2010,149,27.83,25.41,0.04,1.21,27.46,10.04,45.43
2010,150,30.49,23.38,0,1.3,27.9,8.89,33.61
2010,151,29.02,24.5,0,0.66,28.22,8.9,38.24
2010,152,26.67,25.59,0,0.58,28.61,10.4,41.65
2010,153,23.52,26.24,0,1.29,28.36,10.81,37.57
2010,154,25.51,26.03,0.05,1.39,28.43,10.89,36.97
2010,155,25.98,26.33,0.02,0.5,29.09,12.06,37.17
2010,156,22.49,27.91,0.7,1.29,27.77,10.68,42.44
2010,157,22.58,28.22,3.18,1.11,28.15,10.92,50.23
2010,158,25.1,28.12,2.47,0.56,26.64,11.05,60.65
2010,159,22.11,29.85,6.72,0.76,24.68,12.76,67.79
2010,160,26.2,28.06,1.67,0.55,27.27,12.37,59.85
2010,161,22.37,28.48,3.61,0.41,25.71,11.66,66.05
2010,162,21.14,29.23,3.99,0.91,23.93,12.73,71.48
2010,163,19.96,29.21,9.99,0.75,22.5,12.81,78.1
2010,164,22.37,29.35,4.04,1.34,25.46,12.32,67.45
2010,165,22.93,29.78,2.38,1.43,24.55,10.73,68.32
2010,166,23.44,29.66,5.66,1.29,24.05,11.81,71.89
2010,167,13.23,30.47,4.93,1.52,21.37,11.14,78.79
2010,168,14.64,30.34,4.11,1.21,22.94,9.77,74.05
2010,169,14.75,29.81,2.49,0.9,20.38,9.65,75
2010,170,27.11,28.09,4.37,1.03,25.74,10.36,63.1
2010,171,24.93,28.39,1.51,1,23.35,11.2,65.27
2010,172,22.7,29.19,4.92,1.2,25.81,10.16,66.59
2010,173,25.02,29.26,5.54,1.62,24.2,11.89,71.55
2010,174,26.47,27.9,1.86,1.15,25.63,11.03,65.81
2010,175,19.03,28.76,3.93,1.38,21.2,12.31,76.28
2010,176,25.04,28.51,0.57,1.5,24.04,10.54,67.3
2010,177,22.65,29.31,1.83,1.34,23.69,11.35,71.82
2010,178,24.89,28.62,2.02,1.19,26.65,10.85,64.32
2010,179,27.49,27.81,1.89,1.71,25.5,11.37,68.34
2010,180,21.82,29.08,2.05,1.64,24.22,11.54,72.14
2010,181,16.87,30.18,7.51,1.27,22.17,11.99,76.17
2010,182,13.65,29.82,12.21,2.05,21.25,13.09,80.1
2010,183,14.37,29.84,7.08,0.82,20.73,12.68,83.49
2010,184,11.94,29.59,6.82,0.86,19.94,12.74,82.47
2010,185,16.39,29.38,12.57,0.68,20.37,11.68,80.92
2010,186,16.84,29.11,9.27,1.17,20.21,11.4,80.98
2010,187,14.69,29.8,11.18,0.66,19.29,12.39,84.65
2010,188,13.35,30.26,19.43,0.95,19.72,11.48,85.37
2010,189,10.61,29.96,13.72,0.43,19.35,11.4,84.05
2010,190,8.9,29.9,16.17,0.62,18.69,11.63,85.81
2010,191,12.04,30.63,8.37,1.35,19.67,11.46,83.41
2010,192,16.76,30.15,2.4,0.75,20.98,11.12,82.16
2010,193,21.44,28.67,2.42,0.88,21.98,9.95,78.14
2010,194,20.27,28.98,1.04,1.28,19.68,10.86,80.91
2010,195,17.76,28.59,2.22,1.52,20.74,9.9,79.69
2010,196,19.95,28.99,6.3,0.93,20.54,9.43,82.22
