-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2011,,,,,,,,
Location: latitude  19.27   longitude -99.63 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2011,110,23.77,27.32,0.4,1.18,26.33,8.37,47.51
2011,111,26.86,26.22,0.87,1.02,26.23,8.11,50.14
2011,112,25.38,26.13,0.64,0.99,26.26,9.6,51.37
2011,113,23.21,26.37,0.44,0.95,26.82,9.13,51.11
2011,114,21.97,26.74,0.43,0.9,27.01,8.94,49.03
2011,115,24.92,26.76,0.11,1.25,27.66,9.22,43.08
2011,116,24.73,26.12,0.01,1.7,27.33,9.69,44
2011,117,28.84,24.43,0.02,1.37,28.64,9.97,35.7
2011,118,25.71,25.98,0,2.02,26.57,8.29,45.45
2011,119,25.5,26.84,0,0.74,27.85,9.4,45.76
2011,120,22.5,28.56,0.99,1.19,27.45,9.92,45.39
2011,121,22.3,28.92,2.89,1.05,27.59,10.11,48.93
2011,122,23.65,28.09,3.54,2.05,27.71,10.38,55.72
2011,123,18.14,28.98,1.04,2.31,22.2,7.63,62.68
2011,124,23.83,27.91,0.15,0.85,24.8,6.4,54.03
2011,125,17.43,28.52,1.85,1.16,22.99,9.96,59.68
2011,126,21.67,27.81,0.27,0.96,24.28,8.3,56.14
2011,127,25.56,27.43,0.71,1.23,26.66,9.35,46.96
2011,128,26.52,27.26,0.17,0.98,27.25,9.94,46.06
2011,129,22.4,28.01,0.73,0.98,28.25,10.38,55.52
2011,130,23.2,28.47,1.51,1.18,27.78,9.13,54.53
2011,131,21.9,27.91,1.03,1.27,27,10.24,56.82
2011,132,23.3,27.38,0.13,1.16,28.31,10.32,46.53
2011,133,25.5,26.81,0.07,1.13,29.23,10.53,44.02
2011,134,21.69,28.15,0.52,0.67,27.52,11.8,52.52
2011,135,20.15,27.83,1.98,1.22,27.04,11.16,57.1
2011,136,22.85,28.28,1.14,1.5,28.26,10.41,48.94
