-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2017,,,,,,,,
Location: latitude  27.507   longitude -109.892 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 106.94 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2017,303,18.89,30.96,0,3.38,32.98,21.35,59.26
2017,304,17.61,31.57,0,3.06,31.27,21.16,56.96
2017,305,18.03,30.48,0,2.61,30.66,18.48,59.53
2017,306,17.05,30.81,0,2.21,31.21,19.57,57.49
2017,307,17.57,30.79,0,1.72,31.82,19.48,49.62
2017,308,16.68,33.33,0,2.41,33.19,21.36,42.01
2017,309,15.84,32.8,0,3.05,35.55,21.93,39.87
2017,310,17.79,31.57,0,3.91,38.43,22.12,28.02
2017,311,17.5,31.84,0,2.86,38.79,22.59,29.96
2017,312,16.65,31.31,0,4.79,35.11,22.12,36.04
2017,313,17.83,29.61,0,2.47,35.47,19.5,43.01
2017,314,16.85,30.68,0,1.76,34.18,19.74,52.45
2017,315,17.78,29.66,0,1.91,34.89,19.68,41.79
2017,316,17.7,29.7,0,2.11,35.17,19.93,39.73
2017,317,15.71,31.35,0,1.97,37.4,20.24,37.62
2017,318,17.35,29.71,0,1.69,34.35,20.48,37.06
2017,319,17.46,28.97,0,1.5,36.34,18.86,40.53
2017,320,17.63,28.63,0,1.28,34.83,19.19,36.08
2017,321,17.68,27.66,0,1.86,33.96,18.68,36.07
2017,322,17.26,28.16,0,2.89,34.46,18.35,33.79
2017,323,16.78,29.22,0,2.34,31.96,19.33,40.68
