-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2016,,,,,,,,
Location: latitude  27.507   longitude -109.892 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 106.94 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2016,304,18.89,31.86,0,2.11,39.18,23.09,49.64
2016,305,18.94,31.06,0,2.94,38.37,23.97,35.83
2016,306,18.03,31.66,0,2.37,33.93,22.65,50.95
2016,307,16.89,32.23,0,2.28,30.94,21.79,55.02
2016,308,15.95,30.19,0,1.88,30.6,19.98,47.36
2016,309,19.18,28.51,0,3,32.5,17.24,31.41
2016,310,15.05,30.95,0,2.62,33.06,21.27,33.41
2016,311,18.51,29.53,0,1.85,33.81,19.54,48.54
2016,312,18.59,29.16,0,2.73,36.46,18.86,36.22
2016,313,18.14,29.22,0,1.95,35.32,18.52,37.73
2016,314,17.84,29.54,0,2.98,34.77,20.54,37.34
2016,315,16.26,31.21,0.04,3.07,32,19.17,48.3
