-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2013,,,,,,,,
Location: latitude  27.507   longitude -109.892 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 106.94 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2013,303,5.79,32.97,0.59,1.84,28.85,20.55,61.21
2013,304,18.63,30.42,0,2.57,31.52,18.68,56.8
2013,305,19.39,28.4,0,3.32,33.82,17.73,42.41
2013,306,18.28,30.44,0.07,2,32.81,16.11,43.76
2013,307,11,33.87,0.92,1.78,30.08,19.57,61.03
2013,308,16.8,30.34,0,2.16,28.93,18.53,66.86
2013,309,14.6,30.76,0.03,2.01,26.02,17.56,70.23
2013,310,18.52,29.05,0,1.48,30.94,16.34,57.38
2013,311,14.21,32.37,0,2.33,30.79,18.26,59.12
2013,312,16.21,32.58,0,1.64,29.99,20.1,64.44
2013,313,17.71,30.86,0,2.31,30.1,18.44,57.5
2013,314,16.55,30.94,0,1.97,27.89,18.4,59.64
2013,315,17.38,30,0,2.12,31.27,17.9,55.39
2013,316,17.24,30.75,0,1.73,32.66,18.91,52.98
2013,317,12.75,33.5,0.1,4.14,33.09,20.47,52.9
2013,318,14.36,32.73,0.09,2.03,30.05,20.6,58.59
