-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2011,,,,,,,,
Location: latitude  27.507   longitude -109.892 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 106.94 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2011,303,19.48,28.51,0,2.04,35.11,20.27,35.72
2011,304,19.45,28.71,0,2.19,36.02,19.11,30.88
2011,305,19.3,28.33,0,1.71,34.41,20.4,33.23
2011,306,19.17,28.31,0,2.07,33.97,19.8,34.47
2011,307,17.98,28.98,0,2.25,34.36,18.11,35.4
2011,308,17.61,30.15,0,3.29,29.15,17.68,60.7
2011,309,16.78,29.73,0,3,26.23,16.57,57.5
2011,310,18.27,27.69,0,2.28,26.05,14.47,49.33
2011,311,18.56,26.53,0,2.87,25.41,15.38,48.17
2011,312,19.2,24.73,0,2.93,28.39,12.56,31.78
2011,313,18.98,25.21,0,2.57,30.84,13.69,20.46
2011,314,18.05,27.59,0,2.52,31.17,14.45,26.89
2011,315,17.38,27.88,0,2.31,30.02,14.85,29.98
2011,316,12.73,31.56,2.35,2.48,27.3,17.05,57.78
2011,317,4.01,33.06,26,2.9,22.21,16.93,85.62
2011,318,14.13,30.26,20.66,2.96,22.57,15,76.98
2011,319,17.19,27.58,0,1.68,24.63,13.28,69.02
2011,320,17.67,26.96,0,2.05,27.76,13.99,58.12
2011,321,17.73,26.68,0,1.99,28.32,13.74,55.31
2011,322,17.67,26.19,0,1.52,27.55,15.12,51.17
2011,323,15.65,28.22,0,1.8,25.47,14.14,66.86
2011,324,15.34,29.34,0.49,1.88,25.17,15.63,76.2
2011,325,14.88,28.41,0.13,2.26,23.35,14.22,67.23
2011,326,17.44,25.6,0,1.93,27.31,11.53,52.33
2011,327,16.91,26.07,0,1.77,27.24,11.73,51.04
2011,328,13.93,30.35,7.96,2.44,26.41,15.94,64.46
2011,329,15.75,28.92,12.73,3.35,23.37,14.88,72.43
2011,330,17.17,25.23,0,3.32,29.3,11.62,48.69
2011,331,17.66,23.73,0,2.62,28.56,9.1,36.86
